Code,Name,Status,PSABDescription,ChartType,ChartAccountType,ParentObjectCode,SummaryLine,IsBudgetable,ActualsPostable,RequiresJobClass,AcceptsFTE,UsesDependentCharterTransfer,NCESReportingRequired,AllowsNegative,NotInUse
52220,Medicare Payments,Active,Employer’s share of Social Security – Medicare contribution.,Uniform FY27,Expenditure,52200,No,Yes,Yes,Yes,No,No,No,No,No
52300,Health/Medical Benefits,Active,"Amounts paid by the school district or charter school to provide health benefits for its current employees. These charges should be distributed to the appropriate functions in accordance with the related salary expenditures. Separate accounts have been established for the 52300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,52000,No,No,No,No,No,No,No,No,No
52311,Health and Medical Premiums,Active,Employer’s share of health and medical premiums.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52312,Life,Active,Employer’s share of life insurance premiums.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52313,Dental,Active,Employer’s share of dental insurance premiums.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52314,Vision,Active,Employer’s share of vision insurance premiums.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52315,Disability,Active,Employer’s share of disability insurance premiums.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52316,Other Insurance,Active,Employer’s share of insurance benefits authorized by the New Mexico Public Schools Insurance Authority (NMPSIA) not previously identified.,Uniform FY27,Expenditure,52300,No,Yes,Yes,Yes,No,No,No,No,No
52500,Unemployment Compensation,Active,"Amounts paid by the school district or charter school to provide unemployment compensation for its employees. These charges should be distributed to the appropriate functions in accordance with the salary expenditures. Separate accounts may be added to the 52500 series. If separate accounts are established within this series, this account becomes a “roll- up” account for the accumulation of totals; in which case no entries should be posted to this account.",Uniform FY27,Expenditure,52000,No,Yes,Yes,Yes,No,No,No,No,No
52700,Workers Compensation,Active,"Amounts paid by the school district or charter school to provide Workers compensation insurance for its employees. These charges should be distributed to the appropriate functions in accordance with the salary budget. Separate accounts have been established for the 52700 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the individual accounts below.",Uniform FY27,Expenditure,52000,No,No,No,No,No,No,No,No,No
52710,Workers Compensation Premium,Active,Workers compensation for school employed personnel.,Uniform FY27,Expenditure,52700,No,Yes,Yes,Yes,No,No,No,No,No
52720,Workers Compensation Employer's Fee,Active,School district’s or charter school’s share of administrative fee.,Uniform FY27,Expenditure,52700,No,Yes,Yes,Yes,No,No,No,No,No
52730,Workers Compensation (Self Insured),Active,Workers compensation payments to employees from self-funded programs.,Uniform FY27,Expenditure,52700,No,Yes,Yes,Yes,No,No,No,No,No
52900,Other Employee Benefits,Active,"Employee benefits other than those classified above, including fringe benefits such as automobile allowances, housing or related supplements, moving expenses, and paid parking. These charges should be distributed to the appropriate functions in accordance with the related salary expenditures. Additional accounts may be added as needed for this same purpose. This is a “roll- up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,52000,No,No,No,No,No,No,No,No,No
52911,Cafeteria Plan Fees,Active,Payments assessed by insurance agent for administering the cafeteria plan (IRS section 125).,Uniform FY27,Expenditure,52900,No,Yes,Yes,Yes,No,No,No,No,No
52912,Employee Assistance Programs,Active,Employer’s share of employee assistance programs.,Uniform FY27,Expenditure,52900,No,Yes,Yes,Yes,No,No,No,No,No
52913,Workers Compensation Employee Fees,Active,Expenditures for employees’ share of administrative fee.,Uniform FY27,Expenditure,52900,No,Yes,Yes,Yes,No,No,No,No,No
52914,Deferred Sick Leave Reserve,Active,Employee’s share of unused sick leave to be transferred to an unused sick leave pool pursuant to the school district’s or charter school’s deferred sick leave plan.,Uniform FY27,Expenditure,52900,No,Yes,Yes,Yes,No,No,No,No,No
53000,Purchased Professional and Technical Services,Active,"Services that by their nature can be performed only by persons or firms with specialized skills and knowledge. Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. Included are the services of architects, engineers, auditors, dentists, medical doctors, lawyers, consultants, teachers, and accountants. Separate accounts have been established for the 53000 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,50000,Yes,No,No,No,No,No,Yes,No,No
53200,Professional Educational Services,Active,"Ancillary services supporting special programs. Only used in function 2100 and object 53215 also in function 3300. Separate sub accounts have been established for the 53200 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,53000,No,No,No,No,No,No,No,No,No
53211,Diagnosticians - Contracted,Active,Contracted diagnostic services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53212,Speech Therapists - Contracted,Active,Contracted speech therapist services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53213,Occupational Therapists - Contracted,Active,Contracted occupational therapist services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53214,Physical/Recreational Therapists - Contracted,Active,Contracted physical and recreational therapist services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53215,Psychologists/Counselors - Contracted,Active,Contracted psychologist or other licensed counselor services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53216,Audiologists - Contracted,Active,Contracted audiologist services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53217,Interpreters - Contracted,Active,Contracted interpreter services.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53218,Specialists - Contracted,Active,"Contracted special education related, and orientation and mobility specialists.",Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53219,Special Ed Assistants (Non-Instructional) - Contracted,Active,Contracted personnel who assist special education students in therapeutic or other non-instructional settings.,Uniform FY27,Expenditure,53200,No,Yes,Yes,No,No,No,No,No,No
53300,Professional Employee Training and Development,Active,"Services supporting the professional development of school district personnel, including instructional and administrative employees. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the account listed below.",Uniform FY27,Expenditure,53000,No,No,No,No,No,No,Yes,No,No
53330,Professional Development,Active,"Services supporting the professional development of school district personnel, including instructional and administrative employees. Included are course registration fees (that are not tuition reimbursement), charges from external vendors to conduct training courses (at either school district facilities or off-site), and other expenditures associated with training or professional development by third party vendors (Contracts/Contractors for materials or services). Necessary and legal travel for school district personnel including instructional and administrative employees in accordance with state and local policy and regulations. All expenditures should be captured in this account regardless of the type or intent of the training course or professional development activity. (Used with functions 2200, 2300, 2400, 2500, 2600, 2700 and 3100, 3300 - Training for instructional staff uses 2200, general administrative staff 2300, school administrative staff 2400, maintenance employees 2600, transportation employees 2700, food service employees 3100, community service staa, and all other administrative staff 2500).",Uniform FY27,Expenditure,53300,No,Yes,Yes,No,No,No,No,No,No
53400,Other Professional Services,Active,"Professional services other than educational services that support the operation of the school district or charter school. Included are medical doctors, lawyers, architects, auditors, accountants, dieticians, editors, negotiations specialists, systems analysts, planners, and the like. Separate accounts have been established for the 53400 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,53000,No,No,No,No,No,No,No,No,No
53411,Auditing,Active,Auditor or public examiner for services rendered in examining and reporting on the financial affairs of a school district or charter school. Used with Functions 2300 (Support Services – General Administration) and 3100 (Food Services Operations).,Uniform FY27,Expenditure,53400,No,Yes,Yes,No,No,No,No,No,No
53412,Bond/Board Elections,Active,"Fees paid for personnel services in conducting school elections such as school boards and bond elections. Include the cost of printing of ballots and election instructions, advertising, posting of notices, postage, rental payment of voting machines, technical services, informational brochures or flyers, (excluding those which advocate a position on the referendum or one which instructs the voters to subject or reject the question), and other related expenses of an election. Do NOT include services performed by district or charter school staff; charge these costs in the appropriate personnel compensation and supply accounts. Only used with Function 2300 (Support Services – General Administration).",Uniform FY27,Expenditure,53400,No,Yes,Yes,No,No,No,No,No,No
53413,Legal,Active,Legal personnel under contract. Used with Functions 2300 (Support Services – General Administration) and 3100 (Food Services Operations),Uniform FY27,Expenditure,53400,No,Yes,Yes,No,No,No,No,No,No
53414,Other Services,Active,"Professional services such as architectural, engineering, medical, financial advisory, bank services, data processing, management consultants, insurance/casualty consultants, actuarial, negotiators, and fees paid in connection with the sale and issuance of bonds (i.e., Financial Advisory Fees). Used with Functions 1000, 2100 through 2500, 3100 and 4000. (Do NOT include amounts paid for services to upgrade telecommunications and data communications systems; charge cost of these services to 54320.) Use 53330 for educational consultants and professional trainers.",Uniform FY27,Expenditure,53400,No,Yes,Yes,No,No,No,No,No,No
53700,Other Purchased Services,Active,"Other purchased services not previously categorized. Separate accounts have been established for the 53700 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,53000,No,No,No,No,No,No,No,No,No
53711,Other Charges,Active,"Includes charges such as court costs, filing fees, notary bonds, professional association dues, commissions, district memberships, non-employee stipends, allowance other related charges, and registration fees (expenses). Postage is to be charged to account 56118 (General Supplies and Materials).",Uniform FY27,Expenditure,53700,No,Yes,Yes,No,No,No,No,No,No
53712,County Tax Collection Costs,Active,Expenditures for assessed county collection costs.,Uniform FY27,Expenditure,53700,No,Yes,Yes,No,No,No,No,No,No
53713,Indirect Costs - Program Administration,Active,Indirect costs paid to Operational sub-fund for administration of programs.,Uniform FY27,Expenditure,53700,No,Yes,Yes,No,No,No,No,No,No
53760,Tuition For Concurrent Enrollment,Active,Expenditures to reimburse other educational agencies for instructional services to students residing within the legal boundaries described for paying the school district. (Used only with function 1000).,Uniform FY27,Expenditure,53700,No,Yes,Yes,No,No,No,No,No,No
53762,Tuition To Other School Districts Outside the State,Active,Tuition paid to other school districts outside the state. (Used only with function 1000).,Uniform FY27,Expenditure,53700,No,Yes,Yes,No,No,No,No,No,No
54000,Purchased Property Services,Active,"Services purchased to operate, repair, maintain, and rent property owned or used by the school district or charter school when performed by persons other than school district or charter school employees. Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. This is a “roll- up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,50000,Yes,No,No,No,No,No,Yes,No,No
54300,Repairs and Maintenance Services,Active,"Expenditures for repairs and maintenance services not provided directly by school district or charter school personnel. Separate accounts have been established for the 54300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,54000,No,No,No,No,No,No,No,No,No
54311,Maintenance & Repair - Furniture/Fixtures/Equipment,Active,"Contract service agreements that authorize an individual or outside source to perform maintenance, repair, recondition or overhaul of all school-owned furniture, fixtures, and/or equipment.",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54312,Maintenance & Repair - Buildings and Grounds,Active,"Contract service agreements that authorize an outside agency to perform maintenance, repair, and custodial services; including rental of equipment used by school employees in repair and upkeep of school-owned buildings and grounds.",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54313,Maintenance & Repair - Vehicles,Active,"Contract service agreements that authorize an outside agency to perform maintenance, repair, recondition, or overhaul of school-owned vehicles.",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54314,Maintenance & Repair - Buses,Active,"Contract service agreement that authorize an outside agency to perform maintenance, repair, recondition, or overhaul to school-owned buses.",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54315,Maintenance & Repair - Bldgs/Grnds/Equipment (SB-9),Active,"Contract service agreements that authorize an outside agency to perform maintenance and repair on school- owned buildings, grounds, and equipment.",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54320,Technology-Related Repairs and Maintenance,Active,"Expenditures for repairs and maintenance services for technology equipment that are not directly provided by school district personnel. This includes ongoing service agreements for technology hardware (e.g., personal computers and servers). (Used with functions 1000, 2100 to 2500, 3100, 4000.)",Uniform FY27,Expenditure,54300,No,Yes,Yes,No,No,No,No,No,No
54400,Utility Services,Active,"Expenditures for utility services supplied by public or private organizations. Used with Functions 2600 (Operation & Maintenance of Plant), 2700 (Student Transportation), and 3100 (Food Services Operation). Separate accounts have been established for the 54400 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,54000,No,No,No,No,No,No,No,No,No
54411,Electricity,Active,"Expenditures for electric utility services including lighting, power, and heat, including fees for rented or contracted lighting from a private or Public Utility Company.",Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54412,Natural Gas (Buildings),Active,Costs associated with heating of school district or charter school buildings through the use of natural gas.,Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54413,Propane/Butane (Buildings),Active,"Cost of fuel, including delivering fees, for the purpose of providing heat for school district or charter school buildings.",Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54414,Other Energy (Buildings),Active,"Cost of other fuel sources used as heat for school district or charter school buildings such as coal, wood, steam, and fuel oil including delivery fees.",Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54415,Water/Sewage,Active,Water and sewage disposal. (Expenditures for electric power for pumping of a school district’s or charter school’s water are charged to account 54411 – Electricity.),Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54416,Communication Services,Active,"Services provided by persons or businesses to assist in transmitting and receiving messages or information. This category includes telephone, and voicemail; data communication services to establish or maintain computer-based communications, networking, and Internet services; video communications services to establish or maintain one-way or two-way video communications via satellite, cable, or other devices. Do NOT include the cost to purchase telephone communications systems.",Uniform FY27,Expenditure,54400,No,Yes,Yes,No,No,No,No,No,No
54500,Construction Services,Active,"Includes amounts for constructing, reNovating, and remodeling buildings or infrastructure assets paid to contractors (such as architectural services). Also includes the costs of non- permanent site improvements such as fencing, walkways, and roads that are related to buildings and building sites. Do NOT include amounts paid for services to upgrade telecommunications and data communication systems; these should be charged to 54416 (Communication Services). Used only with Function 4000. Separate accounts may be established for this series. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account.",Uniform FY27,Expenditure,54000,No,Yes,Yes,No,No,No,No,No,No
54600,Rental Expense,Active,"Costs for renting or leasing land, buildings, equipment, and vehicles. Separate accounts have been established for the 54600 series. Used in most Functions except for 2900 (Other Support Services) and 5000 (Debt Service and Miscellaneous). This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,54000,No,No,No,No,No,No,No,No,No
54610,Rental - Land and Buildings,Active,Expenditures for leasing or renting land and buildings for both temporary and long-range use by the school district or charter school. Used with Function 2600 (Operation of Buildings).,Uniform FY27,Expenditure,54600,No,Yes,Yes,No,No,No,No,No,No
54620,Rental - Equipment and Vehicles,Active,"Expenditures for leasing or renting equipment or vehicles for both temporary and long-range use by the school district or charter school. Includes bus and other vehicle rental when operated by a local school district or charter school, lease- purchase arrangements, and similar rental agreements. Do NOT include costs associated with the rental of computers or other technology-related equipment. These costs should be coded to account 54630 (Rentals of Computers and Related Equipment) as described below.",Uniform FY27,Expenditure,54600,No,Yes,Yes,No,No,No,No,No,No
54630,Rental - Computers and Related Equipment,Active,Expenditures for leasing or renting computers and related equipment for both temporary and long-range use.,Uniform FY27,Expenditure,54600,No,Yes,Yes,No,No,No,No,No,No
54640,Rental - Lease To Purchase,Active,"Expenditures for leasing or renting land and buildings for both temporary and long-range use by the school district or charter school. This includes bus and other vehicle rentals when operated by a school district or charter school, leased purchased arrangements and similar rental agreements. (Only used in Function 4000).",Uniform FY27,Expenditure,54600,No,Yes,Yes,No,No,No,No,No,No
55000,Other Purchased Services,Active,"Amounts paid for services rendered by organizations or personnel not on the payroll of the school district or charter school (separate from Professional and Technical Services or Property Services). Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,50000,Yes,No,No,No,No,No,Yes,No,No
55100,Student Transportation Services,Active,"Expenditures for transporting children to and from school and other activities. Used only with Function 2700 (Student Transportation). Separate accounts have been established for the 55100 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,55000,No,No,No,No,No,No,Yes,No,No
55111,Transportation Per-Capita Feeders,Active,Payments for private conveyance to designated locations. Used only with Function 2700 (Student Transportation).,Uniform FY27,Expenditure,55100,No,Yes,Yes,No,No,No,No,No,No
55112,Transportation Contractors,Active,"Owners who operate, under a contract with the local school board to transport pupils to and from school pursuant to Sections 22-16-3 and 22-16-6, NMSA, 1978 Compilation. Used only with Function 2700 (Student Transportation).",Uniform FY27,Expenditure,55100,No,Yes,Yes,No,No,No,No,No,No
55200,Property/Liability Insurance,Active,"Insurance coverage in accordance with requirements of statutes which include the following types: General liability, civil rights/personal injury, malpractice, property liability, auto liability, and surety bonds. Used with Functions 1000 (Instruction), 2100 (Support Services – Students), 2600 (Operation & Maintenance of Plant), 2700 (Student Transportation), and 3100 (Food Services Operation), 3300 (Community Service Operation). Separate accounts may be established for the 55200 series for each type of insurance. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account.",Uniform FY27,Expenditure,55000,No,Yes,Yes,No,No,No,No,No,No
55400,Advertising,Active,"Expenditures for announcements in professional publications, newspapers, or broadcasts over radio and television. Includes advertising for such purposes as personnel recruitment, legal ads, new and used equipment, and sale of property. Costs for professional advertising or public relations services are not recorded here but are charged to account 53400 (Other Professional Services). Used with Functions 2300 (Support Services – General Administration) and 2500 (Central Services). Separate accounts may be established for the 55400 series for each advertising purpose. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account.",Uniform FY27,Expenditure,55000,No,Yes,Yes,No,No,No,No,No,No
55800,Travel and Training,Active,"Expenditures for transportation, meals, hotel, and other expenditures associated with staff travel for the school district or charter school other than for professional development. Payments for per diem in lieu of reimbursements for subsistence (room and board) also are charged here. Separate accounts have been established for the 55800 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,55000,No,No,No,No,No,No,No,No,No
55811,Board Travel,Active,Necessary and legal travel that requires an overnight stay for local school boards in accordance with State and local policy and regulations. Only used with Function 2300 (Support Services – General Administration). Travel that does not include an overnight stay code to object 51100 and use job class 1800.,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55812,Board Training,Active,Expenses related to school board training pursuant to New Mexico Educational Standards. Only used with Function 2300 (Support Services – General Administration).,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55813,Employee Travel - Non-Teachers,Active,Necessary and legal travel for school district or charter school employees other than Teachers and direct instructional personnel in accordance with state and local policy and regulations. Used with all Functions except 5000 (Debt Service). Use 53330 for any expenditures that apply to professional development.,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55815,Bus Driver Institute Training,Active,Expenses for attending the New Mexico School Bus Driver’s Training Institute. Only used in Functions 2300 (Support Services – General Administration) and 2700 (Student Transportation).,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55816,Bus Driver In-Service Training,Active,Cost of all other required driver’s training. Only used in Functions 2300 (Support Services – General Administration) and 2700 (Student Transportation).,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55817,Student Travel,Active,"Meals, lodging, and transportation costs for student travel other than to and from school. Only used in Function 1000 (Instruction) and 3300 (Community Services Operations).",Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55818,Other Travel - Non-Employees,Active,"Meals, lodging, and transportation costs other than to and from school non-employees traveling on school business, e.g. parents, advisory councils. Used in Functions 1000 (Instruction), 2100 (Support Services – Students), 2200 (Support Services – Instruction), 2300 (Support Services – General Administration), and 3300 (Community Services Operations).",Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55819,Employee Travel - Teachers,Active,Necessary and legal travel for teachers and direct instructional personnel in accordance with state and local policy and regulations. Only used in Function 1000 (Instruction). Use 53330 for any expenditures that apply to professional development.,Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55820,Other Transportation Related Services,Active,"Revenues are derived from a school districts remaining cash balance not to exceed 25% of the total balance pursuant to Section 22-8-26C. Only used in Fund 13000, 27152, 27153 with function 2700.",Uniform FY27,Expenditure,55800,No,Yes,Yes,No,No,No,No,No,No
55900,"Inter-educational, Inter-Agency Purchased Services",Active,"Payments - other than tuition or transportation - for services made between a school district or charter school and other governmental entities. Used so that all payments among districts and charter schools can be eliminated when consolidating reports from multiple school districts and charter schools at state and federal levels (when a question arises about whether to code such payments to the 53000 series or to this account). Separate accounts have been established for the 55900 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,55000,No,No,No,No,No,No,No,No,No
55912,Flowthrough Grants to Charters,Active,Services.,Uniform FY27,Expenditure,55900,No,Yes,Yes,No,No,Yes,No,No,No
55913,Contracts - Inter-agency/REC,Active,"Expenditures for all contractual agreements with other school districts and charter schools and Rural Education Cooperatives and governmental entities. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development.",Uniform FY27,Expenditure,55900,No,Yes,Yes,No,No,No,No,No,No
55914,Contracts - Interagency,Active,"Expenditures for all contractual agreements with other school districts and charter schools and governmental entities. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development.",Uniform FY27,Expenditure,55900,No,Yes,Yes,No,No,No,No,No,No
55915,Other Contract Services,Active,"Includes services such as janitorial, security, legal notices, linen and industrial, printing and binding, medical claims review/payment, grounds keeping, referees, and drug and alcohol testing. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development.",Uniform FY27,Expenditure,55900,No,Yes,Yes,No,No,No,No,No,No
55916,Bus Inspections,Active,Expenditures in the Transportation sub-fund for contracted bus inspections. Only used in Function 2700 (Student Transportation).,Uniform FY27,Expenditure,55900,No,Yes,Yes,No,No,No,No,No,No
56000,Supplies,Active,"Amounts paid for items that are consumed, are worn out, or deteriorate through use; or items that lose their identity through fabrication or incorporation into different or more complex units or substances. Equipment that has a cost lower than the school district’s or charter school’s capitalization threshold should be coded in this series instead of to a 57000 series code. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,50000,Yes,No,No,No,No,No,Yes,No,No
56100,General Supplies,Active,"Expenditures for all supplies (other than those listed in 56200 below) for the operation of a school district or charter school, including freight and cartage. A more thorough classification of supply expenditures is achieved by identifying the object with the function—for example, audiovisual supplies or classroom teaching supplies. Used with all Functions except 5000 (Debt Service). Separate accounts have been established for the 56100 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,56000,No,No,No,No,No,No,No,No,No
56105,Instructional Materials - Operational,Active,"Expenditures for instructional materials using Operational Funds. Include the cost of textbooks, educational content and resources, digital and/or print resources, learning kits, subscriptions, workbooks, reference books, and supplementary materials used as the basis for instruction. Only available in funds 11000, 15100, 15200 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56106,Other Classroom Materials - Operational,Active,"Expenditures for other classroom materials using Operational Funds. Include the cost of art supplies, maps, globes, science laboratory supplies, and other classroom materials used to support direct instruction to students. Only available in funds 11000, 15100, 15200 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56107,Instructional Materials Credit - 50% Textbooks,Active,"Expenditures for books, textbooks, and periodicals prescribed and available for general use, including reference books. Include the cost of workbooks, textbook binding or repairs, and textbooks that are purchased to be resold or rented. Also recorded here are the costs of binding or other repairs to school library books. Only available in funds 14000, 27109 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56108,Instructional Materials Credit - 25% of 56111,Active,"Other Expenditures credited to the district for instructional materials, not referred to in 56107, and approved by PED in this category. Only available in fund 14000, 27109 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56109,Instructional Materials On Line Digital Subscriptions,Active,,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56110,Instructional Materials - Dual Credit,Active,"Expenditures for instructional materials, including textbooks, textbook rentals, access fees, digital subscriptions, learning kits and other supplementary course materials used as the basis for instruction of dual credit courses. Only available in funds 11000, 15100, 15200 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56111,Instructional Materials Cash - 50% Textbooks,Active,"Expenditures for books, textbooks, and periodicals prescribed and available for general use, including reference books. Include the cost of workbooks, textbook binding or repairs, and textbooks that are purchased to be resold or rented. Also recorded here are the costs of binding or other repairs to school library books. Only available in fund 14000, 27109 function 1000.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56112,Other Instructional Materials,Active,Expenditures for instructional materials not covered by Instructional Materials Cash or Instructional Materials Credit.,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56113,Software,Active,Expenditures for purchased computer software used for educational or administrative purposes including software licenses.,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56114,Library And Audio-Visual,Active,"Library resources used in the library such as school library books, equipment, and supplemental library resource acquisitions, including print, non-print and electronic resources for general use in public school libraries statewide.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56115,Board Expenses,Active,Supplies and materials related to the local school board.,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56116,Food,Active,Food supplies to be used in a school approved program. Used only in Function 3100 (Food Services Operation).,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56117,Non-Food,Active,Non-food supply items to be used in a school approved program. Used only in Function 3100 (Food Services Operation).,Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56118,General Supplies and Materials,Active,"Other supplies and materials purchased for the operation of school district or charter school facilities, equipment, vehicles, and programs (e.g., postage, office supplies) not accounted for elsewhere.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56119,"Supply Assets ($5,000 or less).",Active,"Initial, additional and replacement items of equipment such as furniture, equipment, machinery, band uniforms and instruments. Includes equipment expenditures for instruction, administration, operation and maintenance of plant, food and community services.",Uniform FY27,Expenditure,56100,No,Yes,Yes,No,No,No,No,No,No
56200,Energy and Transportation Maintenance and Supplies,Active,"Expenditures for energy, including gas, oil, coal, and gasoline, and for services received from public or private utility companies. Separate accounts have been established for the 56200 series. Used only in Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below.",Uniform FY27,Expenditure,56000,No,No,No,No,No,No,No,No,No
56210,Natural Gas (Vehicles),Active,Expenditures for gas utility services from a private or public utility company. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).,Uniform FY27,Expenditure,56200,No,Yes,Yes,No,No,No,No,No,No
